a,All times are coordinated in UTC,,American Meteor Society (AMS),URL:,https://fireball.amsmeteors.org/members/imo_view/browse_events,,,All Results Available at:,,,,,,,,,,,,
,Event 4292-2024,1,2024-08-11 09:15 UT,PA,-5,<1,"in range, and close by, with decent signals ⭐",,Matched,9:16:48,1min,<1s,,,,,,,,
,Event 4291-2024,1,2024-08-11 09:27 UT,NC,-15,1,"in range, with strong signals",Event 4292.xlsx,Matched,,,,AMS local data base 4291 event accidentally deleted ,,,,,,,
,Event 4289-2024,1,2024-08-11 11:45 UT,NC,-12,1.5,"in range, with strong signals",Event 4289.xlsx,NA,11:43:24,2 min,very long,Signals covered by some other really really strong signals,,,,,,,
,Event 4272-2024,2,2024-08-11 14:05 UT,"Hessen (Germany), MA",-10 to -12,"1, 7.5",,,TBD,,,,Germany,,,,,,,
,Event 4288-2024,1,2024-08-11 16:40 UT,NJ,-5,1.5,,,TBD,,,,,,,,,,,
,Event 4299-2024,5,2024-08-11 22:09 UT,"NY, Ontario (Canada)",-10 to -20,3.5,,Event 4299.xlsx,Matched,22:08:32,3min,<1s,Daikun I can see something all three,,,,,,,
,Event 4302-2024,1,2024-08-11 22:45 UT,NY,-10,1.5,"in range, with strong signals","Event 4302, 4303.xlsx",Not Matched,,,,,,,,,,,
,Event 4303-2024,1,2024-08-11 22:54 UT,TN,-10,3.5,Might be too far away.,,Matched,22:55:44,1min,1s,,,,,,,,
,Event 4313-2024,1,2024-08-11 23:56 UT,NJ,-14,3.5,,"Event 4312, 4313.xlsx",Matched,0;00:14,3min,1s,,,,,,,,
For 20240812,Event 4309-2024,13,2024-08-12 02:15 UT,"NY, Ontario (Canada), PA",-5 to -13,1~7.5,from 2024-08-12 01:50 UT to 2024-08-12 02:43 UT,Event 4309.xlsx,Matched,2:14:30,30s,1s,,,,,,,,
Daily Break,Event 4319-2024,1,2024-08-12 03:26 UT,DE,-7,7.5,Exp level: 4,,TBD,,,,,,,,,,,
,Event 4320-2024,1,2024-08-12 03:27 UT,IN,-13,7.5,Exp level: 2,,TBD,,,,,,,,,,,
,Event 4323-2024,2,2024-08-12 04:12 UT,MI,-14 to -16,3.5,from 2024-08-12 04:10 UT to 2024-08-12 04:15 UT,,TBD,,,,Doesn't look like a match,,,,,,,
,Event 4322-2024,18,2024-08-12 04:14 UT,"CT, DE, MA, MD, NJ, NY, PA",-8 to -13,3.5/7.5,from 2024-08-12 04:00 UT to 2024-08-12 04:36 UT,"Event 4321, 4322, 4323, 4327, 4328, 4329, 4332, 4334, 4335, 4337, 4338, 4339, 4340.xlsx",Matched,4:33:30,0min,1s,,,,,,,,
,Event 4332--2024,2,2024-08-12 04:20 UT,CO,"-10, -13",3.5,"level 3, level 4",,Matched,4:31:30,0min,1,,,,,,,,
,Event 4334-2024,1,2024-08-12 04:25 UT,IL,-5,1.5,Might be too far away.,,Matched,4:25:42,0min,2,,,,,,,,
,Event 4335-2024,3,2024-08-12 04:30 UT,"IL, MI",-5 to -13,7.5,Exp Level: 3 ⭐,,Matched,4:29:24,0min,1,,,,,,,,
,Event 4337-2024,1,2024-08-12 04:29 UT,MN,-6,3.5,level 3 ,,Matched,4:31:18,30s,1,,,,,,,,
,Event 4338-2024,1,2024-08-12 04:35 UT,VT,-13,1,,,Matched,4:35:48,0min,1,,,,,,,,
,Event 4342-2024,1,2024-08-12 05:15 UT,OH,-7,3.5,Exp Level: 3,,TBD,,,,,,,,,,,
,Event 4325-2024,2,2024-08-12 05:47 UT,"OH, OH",-6,1.5,Exp Level: 3,,TBD,,,,,,,,,,,
,Event 4336-2024,3,2024-08-12 06:10 UT,"MI, MI, OH",-4 to -26,1.5,Exp Level: 3,,TBD,,,,,,,,,,,
,Event 4349-2024,1,2024-08-12 06:25 UT,MI,-10,1.5,Exp Level: 1,,TBD,,,,,,,,,,,
,Event 4354-2024,5,2024-08-12 06:48 UT,"NJ, VA, PA, OH",-7 to -26,3.5,Close to DC worth looking into,"Event 4354, 4357.xlsx",Not Matched,,,,,,,,,,,
,Event 4380-2024,1,2024-08-12 07:49 UT,NJ,-7,1,Exp Level: 3,,TBD,,,,,,,,,,,
,Event 4352-2024,1,2024-08-12 09:26 UT,FL,-13,1.5,2024-08-12 09:30 UT to 2024-08-12 09:35 UT,,TBD,,,,,,,,,,,
,Event 4346-2024,2,2024-08-12 09:30 UT,FL,-16 to -18,1.5,Exp Level: 2,,TBD,,,,,,,,,,,
,Event 4350-2024,2,2024-08-12 10:15 UT,FL,-8 to -17,3.5,2024-08-12 10:15 UT to 2024-08-12 10:41 UT,,TBD,,,,,,,,,,,
,Event 4384-2024,1,2024-08-12 13:20 UT,NY,-5,1.5,Exp Level: 3,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,Event 4347-2024,22,2024-08-12 20:15 UT,"Countries (SI, IT, HR, FR)",-6 to -20,NA,"Not within the desired range, but it has so many reports it is worth looking into.",,NA,,,,No way we can detect meteors in Europe,,,,,,,
,Event 4045-2024,7,2024-08-12 20:55 UT	,"countries (NL, DE)",-5 to -27,NA,"Not within the desired range, but it has so many reports it is worth looking into.",,NA,,,,,,,,,,,
,Event 4368-2024,12,2024-08-12 22:57 UT,"countries (IT, HR, AL)",-5 to -19,NA,"Not within the desired range, but it has so many reports it is worth looking into.",,NA,,,,,,,,,,,
For 20240813,Event 4434-2024,2,2024-08-13 01:49 UT,"VA, PA","-5, -6","1.5, 1.5",,Event 4434.xlsx,Matched,1:56:21,0min,2s,,,,,,,,
Daily Break,Event 4435-2024,2,2024-08-13 02:29 UT,NC,"-13, -13,","3.5, 3.5",,,,,,,,,,,,,,
,Event 4439-2024,1,2024-08-13 03:12 UT,PA,-10,1.5,,,,,,,,,,,,,,
,Event 4438-2024,6,2024-08-13 03:30 UT,"NC, NH, NY, PA, RI, VA",-5 to -15,1 ~ 3.5,"Not within the desired range, but it has so many reports it is worth looking into.",,TBD,,,,,,,,,,,
,Event 4444-2024,2,2024-08-13 04:32 UT,MI,0 to -9,3.5,,,,,,,,,,,,,,
,Event 4042-2024,2,2024-08-13 04:28 UT,"FL, Brazil",-5,1.5,,,,,,,,,,,,,,
,Event 4447-2024,1,2024-08-13 04:54 UT,IL,-8,3.5,,,,,,,,,,,,,,
,Event 4448-2024,1,2024-08-13 05:16 UT,GA,-9,3.5,,,,,,,,,,,,,,
,Event 4451-2024,1,2024-08-13 06:29 UT,FL,-6,1.5,⭐,"Event 4450, 4451, 4452.xlsx",Matched,6:28:21,1min,1s,,,,,,,,
,Event 4452-2024,1,2024-08-13 06:30 UT,NY,-8,1.5,⭐,,Matched,6:28:27,2min,2s,,,,,,,,
,Event 4454-2024,1,2024-08-13 07:02 UT,VA,-17,1.5,close to DC,"Event 4453, 4454.xlsx",Not Matched,,,,,,,,,,,
,Event 4456-2024,1,2024-08-13 08:00 UT	,CT,-16,1.5,,,,,,,,,,,,,,
,Event 4458-2024,1,2024-08-13 08:39 UT	,GA,-7,1.5,,,,,,,,,,,,,,
,Event 4459-2024,2,2024-08-13 09:54 UT	,"IL, WI","-16, -8",1,,,,,,,,,,,,,,
For 20240814,Event 4411-2024,24,2024-08-14 00:13 UT	,"countries (NL, IT, FR, DE, CZ, AT)",-5 to -27,3.5,"Not within the desired range, but it has so many reports it is worth looking into.",,NA,,,,Out of US,,,,,,,
Daily Break,Event 4471-2024,2,2024-08-14 00:57 UT,"Lyons GA,  FL",-10 to -17,3.5,,,NA,,,,No data,,,,,,,
,Event 4472-2024,1,2024-08-14 01:00 UT,OH,-10,1.5,,,NA,,,,,,,,,,,
,Event 4409-2024,12,2024-08-14 02:17 UT,"AL, IL, KY, MS, TN",-6 to -22,3.5,"Not within the desired range, but it has so many reports it is worth looking into.",,NA,,,,,,,,,,,
,Event 4474-2024,2,2024-08-14 02:45 UT,IN,3.5,-15,,,NA,,,,,,,,,,,
,Event 4477-2024,2,2024-08-14 03:20 UT,MA,-10,3.5,,,NA,,,,,,,,,,,
,Event 4475-2024,2,2024-08-14 03:10 UT	,"OH, PA","-19, -10",3.5,,,NA,,,,,,,,,,,
,Event 4480-2024,1,2024-08-14 05:39 UT	,NY,-13,3.5,,,,,,,,,,,,,,
,Event 4482-2024,1,2024-08-14 07:46 UT	,PA,-11,3.5,close to DC,,,,,,,,,,,,,
,Event 4408-2024,3,2024-08-14 13:05 UT	,"GA, GA, AL","-9, 0, -10","1.5, 3.5, 7.5",,,,,,,,,,,,,,
For 20240815,Event 4051-2024,38,2024-08-15 01:00 UT,"AL, FL, GA",0 to -22,40,"Contains video footage, and has a LOT of reports. This event is REALLY good.",Event 4051.xlsx,Matched,0:30:48,0min,4s,Very strong signals occured too,,,,,,,
Daily Break,Event 4403-2024,1,2024-08-15 03:40 UT	,VA,-15,3.5,,,TBD,,,,,,,,,,,
,Event 4405-2024,1,2024-08-15 10:11 UT	,GA,-8,3.5,,,TBD,,,,,,,,,,,
For 20240816,Event 4487-2024,1,2024-08-16 01:10 UT,NC,-7,20,long duration,,TBD,,,,,,,,,,,
Daily Break,Event 4488-2024,1,2024-08-16 04:34 UT	,VT,0,1.5,,,TBD,,,,,,,,,,,
,Event 4388-2024,5,2024-08-16 06:18 UT,,,,,"Event 4388, 4396.xlsx",Matched,6:31:00,0min,3s,,,,,,,,
,Event 4396-2024,3,2024-08-16 06:50 UT,"PA, VA, MD","-9, -27, -8","1.5, 1.5, 3.5",with direction arrow ⭐,,Partially Matched / Not sure,6:49:48,0min,1s,,,,,,,,
,Event 4397-2024,1,2024-08-16 08:30 UT,NC,0,1.5,,,TBD,,,,,,,,,,,
,Event 4492-2024,1,2024-08-16 22:43 UT,FL,-13,1,,,TBD,,,,,,,,,,,
For 20240817,Event 4494-2024,2,2024-08-17 02:10 UT,"NJ, PA",-6,20,worth look into,No ttime for extracting data from zip fle,NA,,,,,,,,,,,
Daily Break,Event 4495-2024,1,2024-08-17 02:43 UT,FL,-4,1.5,,,NA,,,,,,,,,,,
,Event 4500-2024,1,2024-08-17 06:23 UT,NJ,-11,1.5,close,,NA,,,,,,,,,,,
For 20240818,Event 4514-2024,1,2024-08-18 01:15 UT,FL,-17,3.5,,,NA,,,,,,,,,,,
Daily Break,Event 4515-2024,2,2024-08-18 06:00 UT / 04:50,"PA, NC",-16,3.5,close,,NA,,,,,,,,,,,
,Event 4516-2024,1,2024-08-18 07:33 UT,OH,-10,3.5,with photos ⭐,,NA,,,,,,,,,,,
,Event 4506-2024,19,2024-08-18 10:00 UT,NA,NA,7.5,,,NA,,,,,,,,,,,
,Event 4527-2024,1,2024-08-19 03:40 UT,IL,-7,3.5,,,NA,,,,,,,,,,,
For 20240819,Event 4522-2024,2,2024-08-19 04:47 UT,"VA, FL",-13,3.5,,,NA,,,,,,,,,,,
Daily Break,Event 4555-2024,1,2024-08-19 06:00 UT,IN,-12,3.5,,,NA,,,,,,,,,,,
,Event 4526-2024,1,2024-08-19 08:34 UT,MA,-15,1.5,,,NA,,,,,,,,,,,
For 20240820,Event 4530-2024,2,2024-08-20 01:15 UT,"Ontario, MA",-13,3.5,,,TBD,,,,,,,,,,,
Daily Break,Event 4532-2024,1,2024-08-20 02:10 UT,GA,0,7.5,,,TBD,,,,,,,,,,,
,Event 4538-2024,3,2024-08-20 04:50 UT,"IL, MI",-19,3.5,,,TBD,,,,,,,,,,,
,Event 4761-2024,1,2024-08-20 05:15 UT,NC,-10,1.5,,"Event 4761, 4538.xlsx",Matched,5:13:55,1min,1-3s,,,,,,,,
,Event 4644-2024,1,2024-08-20 15:00 UT,IN,-17,3.5,,,TBD,,,,,,,,,,,
For 20240821,Event 4592-2024,1,	2024-08-21 01:00 UT,KY,-26,1.5,,,NA,,,,,,,,,,,
Daily Break,Event 4545-2024,2,2024-08-21 01:22 UT,"MD, GA","-4, -10",1,,,NA,,,,,,,,,,,
,Event 4546-2024,5,2024-08-21 01:45 UT,"OH, MI","-5, -12, -13, -14, -6","1.5, 3.5, 7.5",with direction arrow ⭐,,NA,,,,,,,,,,,
,Event 4551-2024,1,	2024-08-21 07:49 UT,NY,-13,1.5,,,NA,,,,,,,,,,,
For 20240822,Event 4565-2024,1,2024-08-22 00:29 UT,IN,-13,60,,,TBD,,,,,,,,,,,
Daily Break,Event 4567-2024,4,	2024-08-22 02:55 UT,"OH, NJ, NJ, WI","-8. -5, -9, -11",1 ~ 1.5,with direction arrow. 7min of NASA match.,Event 4567.xlsx,Matched,2:52:43,0min,1,,,,,,,,
,Event 4595-2024,1,2024-08-22 11:14 UT,WI,-11,1.5,with photo,,TBD,,,,,,,,,,,
,Event 4598-2024,1,2024-08-22 23:00 UT,TN,-19,1,,,TBD,,,,,,,,,,,
For 20240823,Event 4599-2024,1,2024-08-23 00:15 UT,FL,-13,3.5,,,TBD,,,,,,,,,,,
Daily Break,Event 4580-2024,2,2024-08-23 01:12 UT,OH,-13,1.5,,,TBD,,,,,,,,,,,
,Event 4582-2024,273,2024-08-23 01:44 UT,NA,NA,NA,NASA match ⭐,Event 4582.xlsx,Partially Matched / Not sure,,,,,,,,,,,
,Event 4601-2024,2,2024-08-23 03:24 UT,MI,-12,3.5,has trails,,TBD,,,,,,,,,,,
,Event 4584-2024,2,2024-08-23 03:45 UT,"VA, WV",-9.5,1.5,has direction,,TBD,,,,,,,,,,,
,Event 4585-2024,8,2024-08-23 04:30 UT,"NY, PA, VA, Ontario",-15,3.5,,,TBD,,,,,,,,,,,
,Event 4586-2024,1,2024-08-23 05:14 UT,MD,-8,1.5,,,TBD,,,,,,,,,,,
,Event 4589-2024,130,2024-08-23 11:13 UT,,,,"Not within the desired range, but it has so many reports it is worth looking into.
NASA Match ⭐",,NA,,,,data unavailable,,,,,,,
For 202408224,Event 4619-2024,1,2024-08-24 01:15 UT,CT,-4,1.5,Really close; Camera detection,,NA,,,,,,,,,,,
Daily Break,Event 4618-2024,8,2024-08-24 02:10 UT,"IN, MI, WI",0 - -24,3.5-7.5,worth look into,"Event 4618, 4620.xlsx",Matched,2:09:52,0min,1min,,,,,,,,
,Event 4620-2024,1,2024-08-24 02:08 UT,AZ,-15,45,,,Matched,2:02:52,5min,>3min,,,,,,,,
,Event 4621-2024,2,2024-08-24 02:45 UT,"WI, Ontario",-4 to -21,1 - 1.5,,"Event 4621, 4622.xlsx",Not Matched,,,,,,,,,,,
,Event 4622-2024,105,2024-08-24 03:15 UT,"MI, IN, WI, IL, NY, OH, Ontario, IA, KY",-10 to -20,3.5,"Not within the desired range, but it has so many reports it is worth looking into.
NASA Match ⭐",,Matched,3:05:46,1min, fg,,,,,,,      ,
,Event 4894-2024,1,2024-08-24 11:35 UT,WI,-24,3.5,,,TBD,,,,,,,,,,,
,Event 4650-2024,1,2024-08-24 23:50 UT,PA,-7,3.5,Interesting observation spot,,TBD,,,,,,,,,,,
For 202408225,Event 4631-2024,19,2024-08-25 01:27 UT,"VA, PA, WV, MD, NY, NC",1.5 ~ 20,-15 ~ -5,"close to DC, lots of witnesses and with photo",Event 4631.xlsx,Matched,"2:41, 42, 45, 46, 50, 3:01:21 AM",0min,10s,"Match with NASA, caught by our sky cam 2:43",,,,,,,
Daily Break,Event 4632-2024,3,2024-08-25 02:08 UT,"PA, Ontario, Ontario","-13, -19, 0","1.5, 1.5, 3.5",,"Event 4632, 4634, 4635, 4631.xlsx",Matched,2:07:25,0min,2s,,,,,,,,
,Event 4635-2024,5,2024-08-25 02:20 UT,FL,"-5, -8, -13, -11, -15","3.5, 1.5, 3.5, 3.5, 1.5",lots of witnesses,,Matched,2:15:31,0min,3s,,,,,,,,
,Event 4660-2024,2,"2024-08-25 03:30 UT, 03:54 UT","WV, WV","-24, -10","1.5, 3.5",⭐,,NA,,,,No data,,,,,,,
,Event 4641-2024,2,2024-08-25 04:47 UT,"SC, NC","-8, -10","3.5, 1.5",,,TBD,,,,,,,,,,,
,Event 4652-2024,1,	2024-08-25 07:30 UT,FL,-10,20,"long duration, far to DC",,TBD,,,,,,,,,,,
,Event 4654-2024,1,2024-08-25 09:05 UT,WI,-13,1.5,⭐,"Event 4653, 4654.xlsx",Matched,9:05,0min,5s,,,,,,,,
,Event 4665-2024,1,2024-08-25 23:38 UT,NY,-9,45,long duration,,TBD,,,,,,,,,,,
For 202408226,Event 4688-2024,1,2024-08-26 00:40 UT,SC,-17,1.5,"Close to DC, no photos","Event 4688, 4716.xlsx",NA,,,,"Covered by a very very strong signals, occured before",,,,,,,
Daily Break,Event 4716-2024,1,2024-08-26 00:42 UT,WI,-27,20s,"long duration, ",,NA,,,,,,,,,,,
,Event 4689-2024,1,2024-08-26 02:10 UT,MI,-17,3.5,"far away, short",,TBD,,,,,,,,,,,
,Event 4666-2024,6,2024-08-26 03:27 UT,CA,-15,3.5,,"Event 4666, 4667, 4690, 4675.xlsx",Matched,3:28:42,1min,20s,,,,,,,,
,Event 4667-2024,2,2024-08-26 03:50 UT,"VA, TN",-10,3.5,"close to DC, probably solid reports",,Not Matched,,,,,,,,,,,
,Event 4690-2024,1,2024-08-26 04:20 UT,FL,-11,1.5,"far, short",,TBD,,,,,,,,,,,
,Event 4717-2024,1,2024-08-26 09:31 UT,WI,-6,1.5,"far, short",,TBD,,,,,,,,,,,
For 202408227,Event 4736-2024,1,2024-08-27 01:50 UT,MI,-13,1.5,,,TBD,,,,,,,,,,,
Daily Break,Event 4695-2024,2,	2024-08-27 08:58 UT,"CT, MA","-5, -18","1.5, 1",with photo,Event 4695.xlsx,Not Matched,,,,,,,,,,,
,Event 4696-2024,1,2024-08-27 09:30 UT,TX,-11,3.5,,"Event 4696, 4697.xlsx",Matched,9:30:50,0min,5s,,,,,,,,
,Event 4697-2024,1, 	2024-08-27 09:32 UT,IL,-5,1.5,,,Matched,9:32:33,0min,7s,,,,,,,,
,Event 4698-2024,1,	2024-08-27 10:04 UT,FL,-17,1.5,No evidence in NASA database,,TBD,,,,,,,,,,,
For 202408228,Event 4714-2024,2,2024-08-28 00:24 UT,"NJ, PA","-12, -7",1.5,close to DC,,NA,,,,,,,,,,,
Daily Break,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
,,,,,,,,,TBD,,,,,,,,,,,
