,event,start_time,end_time,source
154,meteor,2024-08-08 05:20:26,2024-08-08 05:20:28,NASA
155,meteor,2024-08-08 05:49:55,2024-08-08 05:49:57,NASA
156,meteor,2024-08-08 06:50:23,2024-08-08 06:50:25,NASA
157,meteor,2024-08-08 06:55:24,2024-08-08 06:55:26,NASA
158,meteor,2024-08-08 07:31:15,2024-08-08 07:31:17,NASA
159,meteor,2024-08-08 07:33:07,2024-08-08 07:33:09,NASA
160,meteor,2024-08-08 08:53:35,2024-08-08 08:53:37,NASA
161,meteor,2024-08-08 08:54:03,2024-08-08 08:54:05,NASA
162,meteor,2024-08-08 08:58:43,2024-08-08 08:58:45,NASA
163,meteor,2024-08-08 09:02:05,2024-08-08 09:02:07,NASA
164,meteor,2024-08-08 09:02:24,2024-08-08 09:02:26,NASA
165,meteor,2024-08-08 09:24:19,2024-08-08 09:24:21,NASA
166,meteor,2024-08-08 10:05:20,2024-08-08 10:05:22,NASA
167,meteor,2024-08-08 10:21:53,2024-08-08 10:21:55,NASA
168,meteor,2024-08-08 10:34:57,2024-08-08 10:34:59,NASA
169,meteor,2024-08-08 11:16:05,2024-08-08 11:16:07,NASA
170,meteor,2024-08-08 04:14:53,2024-08-08 04:14:55,NASA
171,meteor,2024-08-08 04:54:02,2024-08-08 04:54:04,NASA
172,meteor,2024-08-08 05:46:44,2024-08-08 05:46:46,NASA
173,meteor,2024-08-08 06:56:46,2024-08-08 06:56:48,NASA
174,meteor,2024-08-08 08:26:47,2024-08-08 08:26:49,NASA
175,meteor,2024-08-08 08:30:41,2024-08-08 08:30:43,NASA
176,meteor,2024-08-08 08:54:03,2024-08-08 08:54:05,NASA
177,meteor,2024-08-08 09:10:40,2024-08-08 09:10:42,NASA
178,meteor,2024-08-09 03:50:50,2024-08-09 03:50:52,NASA
179,meteor,2024-08-09 03:58:34,2024-08-09 03:58:36,NASA
180,meteor,2024-08-09 04:55:05,2024-08-09 04:55:07,NASA
181,meteor,2024-08-09 04:58:38,2024-08-09 04:58:40,NASA
182,meteor,2024-08-09 05:02:36,2024-08-09 05:02:38,NASA
183,meteor,2024-08-09 06:35:52,2024-08-09 06:35:54,NASA
184,meteor,2024-08-09 06:53:15,2024-08-09 06:53:17,NASA
185,meteor,2024-08-09 07:44:06,2024-08-09 07:44:08,NASA
186,meteor,2024-08-09 07:44:48,2024-08-09 07:44:50,NASA
187,meteor,2024-08-09 07:46:04,2024-08-09 07:46:06,NASA
188,meteor,2024-08-09 07:57:46,2024-08-09 07:57:48,NASA
189,meteor,2024-08-09 08:02:40,2024-08-09 08:02:42,NASA
190,meteor,2024-08-09 08:16:55,2024-08-09 08:16:57,NASA
191,meteor,2024-08-09 08:25:03,2024-08-09 08:25:05,NASA
192,meteor,2024-08-09 08:33:02,2024-08-09 08:33:04,NASA
193,meteor,2024-08-09 03:24:36,2024-08-09 03:24:38,NASA
194,meteor,2024-08-09 06:00:20,2024-08-09 06:00:22,NASA
195,meteor,2024-08-09 06:35:52,2024-08-09 06:35:54,NASA
196,meteor,2024-08-09 07:14:02,2024-08-09 07:14:04,NASA
197,meteor,2024-08-09 09:53:27,2024-08-09 09:53:29,NASA
198,meteor,2024-08-09 10:05:51,2024-08-09 10:05:53,NASA
199,meteor,2024-08-10 01:59:41,2024-08-10 01:59:43,NASA
200,meteor,2024-08-10 02:25:26,2024-08-10 02:25:28,NASA
201,meteor,2024-08-10 02:25:36,2024-08-10 02:25:38,NASA
202,meteor,2024-08-10 02:36:56,2024-08-10 02:36:58,NASA
203,meteor,2024-08-10 03:05:03,2024-08-10 03:05:05,NASA
204,meteor,2024-08-10 03:09:22,2024-08-10 03:09:24,NASA
205,meteor,2024-08-10 06:41:45,2024-08-10 06:41:47,NASA
206,meteor,2024-08-10 06:42:10,2024-08-10 06:42:12,NASA
207,meteor,2024-08-10 06:50:33,2024-08-10 06:50:35,NASA
208,meteor,2024-08-10 06:51:04,2024-08-10 06:51:06,NASA
209,meteor,2024-08-10 06:54:04,2024-08-10 06:54:06,NASA
210,meteor,2024-08-10 07:06:55,2024-08-10 07:06:57,NASA
211,meteor,2024-08-10 07:15:45,2024-08-10 07:15:47,NASA
212,meteor,2024-08-10 07:15:50,2024-08-10 07:15:52,NASA
213,meteor,2024-08-10 07:21:01,2024-08-10 07:21:03,NASA
214,meteor,2024-08-10 07:27:37,2024-08-10 07:27:39,NASA
215,meteor,2024-08-10 07:28:43,2024-08-10 07:28:45,NASA
216,meteor,2024-08-10 07:38:33,2024-08-10 07:38:35,NASA
217,meteor,2024-08-10 07:45:15,2024-08-10 07:45:17,NASA
218,meteor,2024-08-10 07:52:50,2024-08-10 07:52:52,NASA
219,meteor,2024-08-10 08:07:58,2024-08-10 08:08:00,NASA
220,meteor,2024-08-10 08:10:55,2024-08-10 08:10:57,NASA
221,meteor,2024-08-10 08:25:32,2024-08-10 08:25:34,NASA
222,meteor,2024-08-10 08:26:50,2024-08-10 08:26:52,NASA
223,meteor,2024-08-10 08:47:14,2024-08-10 08:47:16,NASA
224,meteor,2024-08-10 08:54:04,2024-08-10 08:54:06,NASA
225,meteor,2024-08-10 09:01:18,2024-08-10 09:01:20,NASA
226,meteor,2024-08-10 09:06:20,2024-08-10 09:06:22,NASA
227,meteor,2024-08-10 09:06:31,2024-08-10 09:06:33,NASA
228,meteor,2024-08-10 09:07:43,2024-08-10 09:07:45,NASA
229,meteor,2024-08-10 09:14:15,2024-08-10 09:14:17,NASA
230,meteor,2024-08-10 09:39:11,2024-08-10 09:39:13,NASA
231,meteor,2024-08-10 09:39:13,2024-08-10 09:39:15,NASA
232,meteor,2024-08-10 09:40:45,2024-08-10 09:40:47,NASA
233,meteor,2024-08-10 09:43:54,2024-08-10 09:43:56,NASA
234,meteor,2024-08-10 09:54:40,2024-08-10 09:54:42,NASA
235,meteor,2024-08-10 10:07:12,2024-08-10 10:07:14,NASA
236,meteor,2024-08-10 10:15:52,2024-08-10 10:15:54,NASA
237,meteor,2024-08-10 10:16:54,2024-08-10 10:16:56,NASA
238,meteor,2024-08-10 10:28:23,2024-08-10 10:28:25,NASA
239,meteor,2024-08-10 10:48:06,2024-08-10 10:48:08,NASA
240,meteor,2024-08-10 11:00:26,2024-08-10 11:00:28,NASA
241,meteor,2024-08-11 01:52:07,2024-08-11 01:52:09,NASA
242,meteor,2024-08-11 02:40:26,2024-08-11 02:40:28,NASA
243,meteor,2024-08-11 03:11:37,2024-08-11 03:11:39,NASA
244,meteor,2024-08-11 03:13:45,2024-08-11 03:13:47,NASA
245,meteor,2024-08-11 03:14:34,2024-08-11 03:14:36,NASA
246,meteor,2024-08-11 03:18:05,2024-08-11 03:18:07,NASA
247,meteor,2024-08-11 03:42:41,2024-08-11 03:42:43,NASA
248,meteor,2024-08-11 03:48:33,2024-08-11 03:48:35,NASA
249,meteor,2024-08-11 04:11:36,2024-08-11 04:11:38,NASA
250,meteor,2024-08-11 04:13:26,2024-08-11 04:13:28,NASA
251,meteor,2024-08-11 04:16:34,2024-08-11 04:16:36,NASA
252,meteor,2024-08-11 04:17:15,2024-08-11 04:17:17,NASA
253,meteor,2024-08-11 04:58:07,2024-08-11 04:58:09,NASA
254,meteor,2024-08-11 04:59:28,2024-08-11 04:59:30,NASA
255,meteor,2024-08-11 05:13:20,2024-08-11 05:13:22,NASA
256,meteor,2024-08-11 05:18:13,2024-08-11 05:18:15,NASA
257,meteor,2024-08-11 05:22:19,2024-08-11 05:22:21,NASA
258,meteor,2024-08-11 05:29:12,2024-08-11 05:29:14,NASA
259,meteor,2024-08-11 05:38:42,2024-08-11 05:38:44,NASA
260,meteor,2024-08-11 05:49:57,2024-08-11 05:49:59,NASA
261,meteor,2024-08-11 05:59:53,2024-08-11 05:59:55,NASA
262,meteor,2024-08-11 06:10:40,2024-08-11 06:10:42,NASA
263,meteor,2024-08-11 06:13:29,2024-08-11 06:13:31,NASA
264,meteor,2024-08-11 06:17:30,2024-08-11 06:17:32,NASA
265,meteor,2024-08-11 06:21:44,2024-08-11 06:21:46,NASA
266,meteor,2024-08-11 06:27:14,2024-08-11 06:27:16,NASA
267,meteor,2024-08-11 06:28:33,2024-08-11 06:28:35,NASA
268,meteor,2024-08-10 02:12:43,2024-08-10 02:12:45,NASA
269,meteor,2024-08-10 03:01:39,2024-08-10 03:01:41,NASA
270,meteor,2024-08-10 03:13:26,2024-08-10 03:13:28,NASA
271,meteor,2024-08-10 03:58:25,2024-08-10 03:58:27,NASA
272,meteor,2024-08-10 05:18:04,2024-08-10 05:18:06,NASA
273,meteor,2024-08-10 06:18:12,2024-08-10 06:18:14,NASA
274,meteor,2024-08-10 06:55:50,2024-08-10 06:55:52,NASA
275,meteor,2024-08-10 07:25:58,2024-08-10 07:26:00,NASA
276,meteor,2024-08-10 08:22:33,2024-08-10 08:22:35,NASA
277,meteor,2024-08-10 08:34:30,2024-08-10 08:34:32,NASA
278,meteor,2024-08-10 09:02:36,2024-08-10 09:02:38,NASA
279,meteor,2024-08-10 09:24:22,2024-08-10 09:24:24,NASA
280,meteor,2024-08-10 09:53:32,2024-08-10 09:53:34,NASA
281,meteor,2024-08-10 09:58:25,2024-08-10 09:58:27,NASA
282,meteor,2024-08-10 09:59:31,2024-08-10 09:59:33,NASA
283,meteor,2024-08-10 10:01:09,2024-08-10 10:01:11,NASA
284,meteor,2024-08-10 10:15:35,2024-08-10 10:15:37,NASA
285,meteor,2024-08-11 04:58:56,2024-08-11 04:58:58,NASA
286,meteor,2024-08-11 05:18:13,2024-08-11 05:18:15,NASA
287,meteor,2024-08-11 05:22:19,2024-08-11 05:22:21,NASA
288,meteor,2024-08-11 05:49:57,2024-08-11 05:49:59,NASA
289,meteor,2024-08-11 06:04:16,2024-08-11 06:04:18,NASA
290,meteor,2024-08-11 06:11:29,2024-08-11 06:11:31,NASA
291,meteor,2024-08-11 06:12:46,2024-08-11 06:12:48,NASA
292,meteor,2024-08-11 06:30:54,2024-08-11 06:30:56,NASA
293,meteor,2024-08-11 06:45:01,2024-08-11 06:45:03,NASA
294,meteor,2024-08-11 07:12:50,2024-08-11 07:12:52,NASA
295,meteor,2024-08-11 07:30:56,2024-08-11 07:30:58,NASA
296,meteor,2024-08-11 07:35:24,2024-08-11 07:35:26,NASA
297,meteor,2024-08-11 07:51:50,2024-08-11 07:51:52,NASA
298,meteor,2024-08-11 07:56:26,2024-08-11 07:56:28,NASA
299,meteor,2024-08-11 08:23:43,2024-08-11 08:23:45,NASA
300,meteor,2024-08-11 08:35:45,2024-08-11 08:35:47,NASA
301,meteor,2024-08-11 08:37:20,2024-08-11 08:37:22,NASA
302,meteor,2024-08-11 08:37:53,2024-08-11 08:37:55,NASA
303,meteor,2024-08-11 08:41:30,2024-08-11 08:41:32,NASA
304,meteor,2024-08-11 08:50:36,2024-08-11 08:50:38,NASA
305,meteor,2024-08-11 09:14:15,2024-08-11 09:14:17,NASA
306,meteor,2024-08-11 09:37:13,2024-08-11 09:37:15,NASA
307,meteor,2024-08-11 09:45:02,2024-08-11 09:45:04,NASA
308,meteor,2024-08-11 09:54:25,2024-08-11 09:54:27,NASA
309,meteor,2024-08-11 11:25:07,2024-08-11 11:25:09,NASA
310,meteor,2024-08-12 03:23:54,2024-08-12 03:23:56,NASA
311,meteor,2024-08-12 03:44:59,2024-08-12 03:45:01,NASA
312,meteor,2024-08-12 03:45:26,2024-08-12 03:45:28,NASA
313,meteor,2024-08-12 04:04:06,2024-08-12 04:04:08,NASA
314,meteor,2024-08-12 04:28:15,2024-08-12 04:28:17,NASA
315,meteor,2024-08-12 04:49:45,2024-08-12 04:49:47,NASA
316,meteor,2024-08-12 05:23:44,2024-08-12 05:23:46,NASA
317,meteor,2024-08-12 05:25:52,2024-08-12 05:25:54,NASA
318,meteor,2024-08-12 05:26:46,2024-08-12 05:26:48,NASA
319,meteor,2024-08-12 05:32:59,2024-08-12 05:33:01,NASA
320,meteor,2024-08-12 05:49:17,2024-08-12 05:49:19,NASA
321,meteor,2024-08-12 05:54:23,2024-08-12 05:54:25,NASA
322,meteor,2024-08-12 05:54:30,2024-08-12 05:54:32,NASA
323,meteor,2024-08-12 06:00:20,2024-08-12 06:00:22,NASA
324,meteor,2024-08-12 06:00:50,2024-08-12 06:00:52,NASA
325,meteor,2024-08-12 06:01:00,2024-08-12 06:01:02,NASA
326,meteor,2024-08-12 06:02:27,2024-08-12 06:02:29,NASA
327,meteor,2024-08-12 06:05:30,2024-08-12 06:05:32,NASA
328,meteor,2024-08-12 06:06:42,2024-08-12 06:06:44,NASA
329,meteor,2024-08-12 06:26:56,2024-08-12 06:26:58,NASA
330,meteor,2024-08-12 06:27:37,2024-08-12 06:27:39,NASA
331,meteor,2024-08-12 06:28:27,2024-08-12 06:28:29,NASA
332,meteor,2024-08-12 06:28:34,2024-08-12 06:28:36,NASA
333,meteor,2024-08-12 06:34:08,2024-08-12 06:34:10,NASA
334,meteor,2024-08-12 06:35:17,2024-08-12 06:35:19,NASA
335,meteor,2024-08-12 06:35:25,2024-08-12 06:35:27,NASA
336,meteor,2024-08-12 06:36:00,2024-08-12 06:36:02,NASA
337,meteor,2024-08-12 06:38:17,2024-08-12 06:38:19,NASA
338,meteor,2024-08-12 06:38:24,2024-08-12 06:38:26,NASA
339,meteor,2024-08-12 06:39:20,2024-08-12 06:39:22,NASA
340,meteor,2024-08-12 06:44:25,2024-08-12 06:44:27,NASA
341,meteor,2024-08-12 06:46:42,2024-08-12 06:46:44,NASA
342,meteor,2024-08-12 06:47:52,2024-08-12 06:47:54,NASA
343,meteor,2024-08-12 06:49:55,2024-08-12 06:49:57,NASA
344,meteor,2024-08-12 06:50:51,2024-08-12 06:50:53,NASA
345,meteor,2024-08-12 06:54:47,2024-08-12 06:54:49,NASA
346,meteor,2024-08-12 06:55:14,2024-08-12 06:55:16,NASA
347,meteor,2024-08-12 06:57:29,2024-08-12 06:57:31,NASA
348,meteor,2024-08-12 06:59:02,2024-08-12 06:59:04,NASA
349,meteor,2024-08-12 07:04:44,2024-08-12 07:04:46,NASA
350,meteor,2024-08-12 07:07:25,2024-08-12 07:07:27,NASA
351,meteor,2024-08-12 07:10:12,2024-08-12 07:10:14,NASA
352,meteor,2024-08-12 07:11:07,2024-08-12 07:11:09,NASA
353,meteor,2024-08-12 07:11:21,2024-08-12 07:11:23,NASA
354,meteor,2024-08-12 07:14:33,2024-08-12 07:14:35,NASA
355,meteor,2024-08-12 07:20:38,2024-08-12 07:20:40,NASA
356,meteor,2024-08-12 07:22:31,2024-08-12 07:22:33,NASA
357,meteor,2024-08-12 07:24:11,2024-08-12 07:24:13,NASA
358,meteor,2024-08-12 07:28:16,2024-08-12 07:28:18,NASA
359,meteor,2024-08-12 07:30:09,2024-08-12 07:30:11,NASA
360,meteor,2024-08-12 07:31:00,2024-08-12 07:31:02,NASA
361,meteor,2024-08-12 07:33:34,2024-08-12 07:33:36,NASA
362,meteor,2024-08-12 07:34:19,2024-08-12 07:34:21,NASA
363,meteor,2024-08-12 07:36:07,2024-08-12 07:36:09,NASA
364,meteor,2024-08-12 07:37:04,2024-08-12 07:37:06,NASA
365,meteor,2024-08-12 07:39:15,2024-08-12 07:39:17,NASA
366,meteor,2024-08-12 07:40:23,2024-08-12 07:40:25,NASA
367,meteor,2024-08-12 07:42:31,2024-08-12 07:42:33,NASA
368,meteor,2024-08-12 07:44:44,2024-08-12 07:44:46,NASA
369,meteor,2024-08-12 07:45:28,2024-08-12 07:45:30,NASA
370,meteor,2024-08-12 07:48:59,2024-08-12 07:49:01,NASA
371,meteor,2024-08-12 07:49:19,2024-08-12 07:49:21,NASA
372,meteor,2024-08-12 07:49:42,2024-08-12 07:49:44,NASA
373,meteor,2024-08-12 07:51:24,2024-08-12 07:51:26,NASA
374,meteor,2024-08-12 07:51:24,2024-08-12 07:51:26,NASA
375,meteor,2024-08-12 07:52:07,2024-08-12 07:52:09,NASA
376,meteor,2024-08-12 07:55:01,2024-08-12 07:55:03,NASA
377,meteor,2024-08-12 07:57:39,2024-08-12 07:57:41,NASA
378,meteor,2024-08-12 07:59:17,2024-08-12 07:59:19,NASA
379,meteor,2024-08-12 07:59:43,2024-08-12 07:59:45,NASA
380,meteor,2024-08-12 08:00:26,2024-08-12 08:00:28,NASA
381,meteor,2024-08-12 08:02:31,2024-08-12 08:02:33,NASA
382,meteor,2024-08-12 08:03:29,2024-08-12 08:03:31,NASA
383,meteor,2024-08-12 08:05:41,2024-08-12 08:05:43,NASA
384,meteor,2024-08-12 08:07:37,2024-08-12 08:07:39,NASA
385,meteor,2024-08-12 08:13:13,2024-08-12 08:13:15,NASA
386,meteor,2024-08-12 08:17:29,2024-08-12 08:17:31,NASA
387,meteor,2024-08-12 08:18:07,2024-08-12 08:18:09,NASA
388,meteor,2024-08-12 08:25:16,2024-08-12 08:25:18,NASA
389,meteor,2024-08-12 08:26:08,2024-08-12 08:26:10,NASA
390,meteor,2024-08-12 08:26:15,2024-08-12 08:26:17,NASA
391,meteor,2024-08-12 08:27:46,2024-08-12 08:27:48,NASA
392,meteor,2024-08-12 08:28:29,2024-08-12 08:28:31,NASA
393,meteor,2024-08-12 08:29:08,2024-08-12 08:29:10,NASA
394,meteor,2024-08-12 08:33:07,2024-08-12 08:33:09,NASA
395,meteor,2024-08-12 08:41:09,2024-08-12 08:41:11,NASA
396,meteor,2024-08-12 08:41:35,2024-08-12 08:41:37,NASA
397,meteor,2024-08-12 08:42:28,2024-08-12 08:42:30,NASA
398,meteor,2024-08-12 08:43:00,2024-08-12 08:43:02,NASA
399,meteor,2024-08-12 08:44:20,2024-08-12 08:44:22,NASA
400,meteor,2024-08-12 08:44:41,2024-08-12 08:44:43,NASA
401,meteor,2024-08-12 08:49:22,2024-08-12 08:49:24,NASA
402,meteor,2024-08-12 08:51:51,2024-08-12 08:51:53,NASA
403,meteor,2024-08-12 08:52:09,2024-08-12 08:52:11,NASA
404,meteor,2024-08-12 08:54:18,2024-08-12 08:54:20,NASA
405,meteor,2024-08-12 08:55:57,2024-08-12 08:55:59,NASA
406,meteor,2024-08-12 08:56:33,2024-08-12 08:56:35,NASA
407,meteor,2024-08-12 08:56:46,2024-08-12 08:56:48,NASA
408,meteor,2024-08-12 08:59:02,2024-08-12 08:59:04,NASA
409,meteor,2024-08-12 08:59:20,2024-08-12 08:59:22,NASA
410,meteor,2024-08-12 08:59:46,2024-08-12 08:59:48,NASA
411,meteor,2024-08-12 08:59:58,2024-08-12 09:00:00,NASA
412,meteor,2024-08-12 09:00:26,2024-08-12 09:00:28,NASA
413,meteor,2024-08-12 09:00:59,2024-08-12 09:01:01,NASA
414,meteor,2024-08-12 09:03:20,2024-08-12 09:03:22,NASA
415,meteor,2024-08-12 09:05:46,2024-08-12 09:05:48,NASA
416,meteor,2024-08-12 09:07:48,2024-08-12 09:07:50,NASA
417,meteor,2024-08-12 09:08:14,2024-08-12 09:08:16,NASA
418,meteor,2024-08-12 09:08:28,2024-08-12 09:08:30,NASA
419,meteor,2024-08-12 09:10:09,2024-08-12 09:10:11,NASA
420,meteor,2024-08-12 09:15:31,2024-08-12 09:15:33,NASA
421,meteor,2024-08-12 09:17:03,2024-08-12 09:17:05,NASA
422,meteor,2024-08-12 09:20:43,2024-08-12 09:20:45,NASA
423,meteor,2024-08-12 09:22:29,2024-08-12 09:22:31,NASA
424,meteor,2024-08-12 09:25:31,2024-08-12 09:25:33,NASA
425,meteor,2024-08-12 09:28:17,2024-08-12 09:28:19,NASA
426,meteor,2024-08-12 09:29:08,2024-08-12 09:29:10,NASA
427,meteor,2024-08-12 09:29:44,2024-08-12 09:29:46,NASA
428,meteor,2024-08-12 09:29:48,2024-08-12 09:29:50,NASA
429,meteor,2024-08-12 09:31:19,2024-08-12 09:31:21,NASA
430,meteor,2024-08-12 09:38:01,2024-08-12 09:38:03,NASA
431,meteor,2024-08-12 09:39:24,2024-08-12 09:39:26,NASA
432,meteor,2024-08-12 09:44:59,2024-08-12 09:45:01,NASA
433,meteor,2024-08-12 09:47:15,2024-08-12 09:47:17,NASA
434,meteor,2024-08-12 09:51:21,2024-08-12 09:51:23,NASA
435,meteor,2024-08-12 09:52:17,2024-08-12 09:52:19,NASA
436,meteor,2024-08-12 09:55:24,2024-08-12 09:55:26,NASA
437,meteor,2024-08-12 09:58:28,2024-08-12 09:58:30,NASA
438,meteor,2024-08-12 10:01:05,2024-08-12 10:01:07,NASA
439,meteor,2024-08-12 10:01:55,2024-08-12 10:01:57,NASA
440,meteor,2024-08-12 10:02:11,2024-08-12 10:02:13,NASA
441,meteor,2024-08-12 10:07:37,2024-08-12 10:07:39,NASA
442,meteor,2024-08-12 10:15:52,2024-08-12 10:15:54,NASA
443,meteor,2024-08-12 10:19:28,2024-08-12 10:19:30,NASA
444,meteor,2024-08-12 10:26:02,2024-08-12 10:26:04,NASA
445,meteor,2024-08-12 10:26:45,2024-08-12 10:26:47,NASA
446,meteor,2024-08-12 10:33:09,2024-08-12 10:33:11,NASA
447,meteor,2024-08-12 10:34:33,2024-08-12 10:34:35,NASA
448,meteor,2024-08-12 10:35:54,2024-08-12 10:35:56,NASA
449,meteor,2024-08-12 10:39:18,2024-08-12 10:39:20,NASA
450,meteor,2024-08-12 10:40:32,2024-08-12 10:40:34,NASA
451,meteor,2024-08-12 10:50:11,2024-08-12 10:50:13,NASA
452,meteor,2024-08-12 10:56:29,2024-08-12 10:56:31,NASA
453,meteor,2024-08-12 10:58:51,2024-08-12 10:58:53,NASA
454,meteor,2024-08-12 11:01:45,2024-08-12 11:01:47,NASA
455,meteor,2024-08-12 11:11:11,2024-08-12 11:11:13,NASA
456,meteor,2024-08-12 11:12:18,2024-08-12 11:12:20,NASA
457,meteor,2024-08-12 11:14:20,2024-08-12 11:14:22,NASA
458,meteor,2024-08-12 11:17:10,2024-08-12 11:17:12,NASA
459,meteor,2024-08-12 11:22:49,2024-08-12 11:22:51,NASA
460,meteor,2024-08-12 11:26:06,2024-08-12 11:26:08,NASA
461,meteor,2024-08-12 11:27:57,2024-08-12 11:27:59,NASA
462,meteor,2024-08-12 11:30:32,2024-08-12 11:30:34,NASA
463,meteor,2024-08-12 11:36:00,2024-08-12 11:36:02,NASA
464,meteor,2024-08-12 11:52:32,2024-08-12 11:52:34,NASA
465,meteor,2024-08-12 05:02:30,2024-08-12 05:02:32,NASA
466,meteor,2024-08-12 05:04:17,2024-08-12 05:04:19,NASA
467,meteor,2024-08-12 05:13:26,2024-08-12 05:13:28,NASA
468,meteor,2024-08-12 05:53:54,2024-08-12 05:53:56,NASA
469,meteor,2024-08-12 06:25:28,2024-08-12 06:25:30,NASA
470,meteor,2024-08-12 06:26:47,2024-08-12 06:26:49,NASA
471,meteor,2024-08-12 06:42:02,2024-08-12 06:42:04,NASA
472,meteor,2024-08-12 06:47:06,2024-08-12 06:47:08,NASA
473,meteor,2024-08-12 06:47:52,2024-08-12 06:47:54,NASA
474,meteor,2024-08-12 06:53:36,2024-08-12 06:53:38,NASA
475,meteor,2024-08-12 06:53:54,2024-08-12 06:53:56,NASA
476,meteor,2024-08-12 06:56:23,2024-08-12 06:56:25,NASA
477,meteor,2024-08-12 06:56:36,2024-08-12 06:56:38,NASA
478,meteor,2024-08-12 06:57:37,2024-08-12 06:57:39,NASA
479,meteor,2024-08-12 07:11:12,2024-08-12 07:11:14,NASA
480,meteor,2024-08-12 07:18:22,2024-08-12 07:18:24,NASA
481,meteor,2024-08-12 07:18:33,2024-08-12 07:18:35,NASA
482,meteor,2024-08-12 07:29:03,2024-08-12 07:29:05,NASA
483,meteor,2024-08-12 07:39:47,2024-08-12 07:39:49,NASA
484,meteor,2024-08-12 07:51:24,2024-08-12 07:51:26,NASA
485,meteor,2024-08-12 08:00:41,2024-08-12 08:00:43,NASA
486,meteor,2024-08-12 08:01:55,2024-08-12 08:01:57,NASA
487,meteor,2024-08-12 08:05:09,2024-08-12 08:05:11,NASA
488,meteor,2024-08-12 08:12:58,2024-08-12 08:13:00,NASA
489,meteor,2024-08-12 08:26:08,2024-08-12 08:26:10,NASA
490,meteor,2024-08-12 08:27:46,2024-08-12 08:27:48,NASA
